,CPU,MEMORY,RAM,DISK
0,0.00762253254652,0.0880599021912,0.000209822683246,0.0139457769692
1,0.0158031564206,0.0880888029933,0.000131006047013,0.0190169680864
2,0.0155700296164,0.0881078243256,0.00012248531857,0.0168714653701
3,0.0131327975541,0.0881545394659,0.00126426154748,0.0401794426143
4,0.0149766169488,0.088254481554,0.000263077177806,0.0177491717041
5,0.00722692348063,0.0883173272014,0.000108639156679,0.0174566023052
6,0.00150472612586,0.0883410647511,0.000377041782485,0.0109225669876
7,0.000614606426097,0.0883456990123,0.000118224961625,0.0149210067466
8,0.00354634970427,0.0883734673262,0.000102248617623,0.0204798132181
9,0.000614606426097,0.088372439146,0.00011609478679,0.0250633899122
10,0.22216257453,0.0905312523246,0.00133455742616,0.0518821924925
11,0.467220962048,0.094362296164,0.00195230951067,0.0574409998953
12,0.435974955559,0.100212164223,0.0105390632525,0.56797349453
13,0.497266054153,0.10306032002,0.00666982680559,0.275567561388
14,0.526555240154,0.103901177645,0.00235810875893,0.138580068946
15,0.51131016016,0.105372324586,0.00488237151876,0.258143156767
16,0.510257542133,0.105967521667,0.00287115178071,0.176266819239
17,0.498742520809,0.106247626245,0.00331881968305,0.20509070158
18,0.51046949625,0.106328368187,0.00334331672639,0.21006436646
19,0.501151502132,0.10635369271,0.00332840555348,0.198264092207
20,0.50571513176,0.106333553791,0.00331136398017,0.208699047565
21,0.512963235378,0.106318116188,0.00338911567815,0.225960597396
22,0.503334403038,0.106371887028,0.00336674880236,0.206553533673
23,0.504549503326,0.106405593455,0.00350070511922,0.215380340815
24,0.503984332085,0.106432959437,0.00355420447886,0.233372345567
25,0.504118561745,0.106385156512,0.00348390871659,0.218451336026
26,0.507565975189,0.106391757727,0.00332627538592,0.208308950067
27,0.509607613087,0.106382153928,0.00360106839798,0.24244196713
28,0.507777929306,0.106399200857,0.00330923381262,0.211137115955
29,0.50257140398,0.106279432774,0.00336461863481,0.238638579845
30,0.511281907558,0.106244526803,0.0035254471004,0.230544179678
31,0.508060514927,0.10611294955,0.00342639372684,0.218743905425
32,0.504005551338,0.105989456177,0.00326236989349,0.213087573647
33,0.508533835411,0.105887137353,0.00354271219112,0.223875567317
34,0.510850965977,0.105864487588,0.00347112747841,0.260776281357
35,0.504245758057,0.105870246887,0.00336781376973,0.206065922976
36,0.510102152824,0.105854637921,0.00347112747841,0.231324359775
37,0.512207329273,0.105881646276,0.00346473697573,0.224985376
38,0.503906607628,0.105841599405,0.00347538781352,0.256387740374
39,0.50838547945,0.105819106102,0.00341041735373,0.208894088864
40,0.510681450367,0.105838619173,0.00331668951549,0.204017937183
41,0.508710443974,0.105949424207,0.0034988198895,0.206651061773
42,0.505453705788,0.10593663156,0.00333266588859,0.209576755762
43,0.499109864235,0.106001228094,0.00332627538592,0.198069050908
44,0.495076060295,0.106100469828,0.00299609755166,0.169592350721
45,0.499682098627,0.106104813516,0.00304935197346,0.176126390696
46,0.504584789276,0.106002576649,0.00305148214102,0.179052084684
47,0.49999293685,0.106051072478,0.00317547982559,0.173546910286
48,0.50213342905,0.106023333967,0.0032080502715,0.138092458248
49,0.48088362813,0.106088504195,0.00314947054721,0.103081725538
50,0.459676146507,0.106041871011,0.00224733934738,0.0732397139072
51,0.450739622116,0.106067210436,0.00215680687688,0.0775307193398
52,0.449913084507,0.105998925865,0.00250656087883,0.133374288678
53,0.44419798255,0.106116913259,0.00289491401054,0.141798317432
54,0.44154882431,0.106172166765,0.00509751960635,0.238053441048
55,0.411440134048,0.106326512992,0.00256580114365,0.163350880146
56,0.48315128684,0.106283426285,0.00394402723759,0.320557832718
57,0.485454291105,0.106273576617,0.00345941167325,0.233567386866
58,0.465257078409,0.106324635446,0.00393870193511,0.219816654921
59,0.460015237331,0.106350257993,0.00346793234348,0.273844361305
60,0.445342421532,0.106309697032,0.00308236968704,0.205383270979
61,0.451573222876,0.106251403689,0.00362024013884,0.218646377325
62,0.466578125954,0.106393799186,0.00353609793819,0.243514731526
63,0.435000061989,0.106491617858,0.00352970743552,0.235615372658
64,0.35691678524,0.106399580836,0.00303205498494,0.214355379343
65,0.452788323164,0.106306761503,0.00737681193277,0.453774124384
66,0.470025569201,0.106347218156,0.00376509223133,0.261068850756
67,0.470258682966,0.106274649501,0.00378958927467,0.241466745734
68,0.477937728167,0.106310725212,0.00437325844541,0.307197183371
69,0.487651318312,0.106351770461,0.00406331755221,0.26760289073
70,0.456384152174,0.106240853667,0.00356174539775,0.244888827205
71,0.473345845938,0.106262050569,0.0034189382568,0.200799688697
72,0.469333231449,0.106306053698,0.00308343488723,0.190559774637
73,0.473232805729,0.106226168573,0.00371822831221,0.19748391211
74,0.442262291908,0.106416940689,0.00316544668749,0.199239328504
75,0.435572296381,0.10640874505,0.00254023913294,0.151843190193
76,0.453381747007,0.106020241976,0.0032517190557,0.207821339369
77,0.416604220867,0.106138385832,0.00299077201635,0.19026722014
78,0.438023626804,0.106085821986,0.00280225113966,0.175346210599
79,0.441767811775,0.106371320784,0.00430402765051,0.25238931179
80,0.418928474188,0.106162086129,0.00261053512804,0.156231716275
81,0.421584695578,0.106190510094,0.00369479646906,0.204017937183
82,0.503786504269,0.106268897653,0.00649704737589,0.374878108501
83,0.44128036499,0.105386935174,0.00338536640629,0.201393604279
84,0.41731774807,0.105603344738,0.00393870193511,0.178466945887
85,0.480805873871,0.105972014368,0.00622970983386,0.236688122153
86,0.446670532227,0.105786696076,0.0035424886737,0.234347566962
87,0.450202763081,0.105991855264,0.00446379138157,0.218061238527
88,0.506930232048,0.106303282082,0.0071478174068,0.327579468489
89,0.536410093307,0.1058357656,0.00570462085307,0.340745061636
90,0.521320462227,0.105841241777,0.00532651413232,0.251609116793
91,0.53722256422,0.105959817767,0.00433385046199,0.260971337557
92,0.545502066612,0.106137230992,0.0065907756798,0.27247902751
93,0.509706556797,0.105927057564,0.00483337743208,0.275794804096
94,0.513641417027,0.10605160147,0.00540107022971,0.278818011284
95,0.526180803776,0.10620559752,0.00674840854481,0.275502234697
96,0.497414380312,0.106215938926,0.00511775631458,0.295201867819
97,0.502451360226,0.106241963804,0.00481740105897,0.254339784384
98,0.524209797382,0.106371328235,0.00580260902643,0.233567386866
99,0.494482666254,0.106308683753,0.00516994576901,0.260581225157
100,0.484076708555,0.106297209859,0.00432778988034,0.249081343412
101,0.493649065495,0.106187358499,0.00441160192713,0.237663343549
102,0.452512800694,0.106237962842,0.00420923484489,0.241174176335
103,0.455027729273,0.106162756681,0.00439456058666,0.249756187201
104,0.473155111074,0.106237977743,0.00404840614647,0.221864640713
105,0.466267287731,0.106305666268,0.00397638464347,0.223368436098
106,0.469644069672,0.106172434986,0.00399834709242,0.25482738018
107,0.487933933735,0.106209561229,0.00460118800402,0.264287114143
108,0.495676577091,0.106194533408,0.00461503397673,0.25765556097
109,0.487488865852,0.106386549771,0.004515980836,0.209869325161
110,0.475931435823,0.106254249811,0.00361384963617,0.195240885019
111,0.402630776167,0.106260105968,0.00473489938304,0.245577320457
112,0.400228857994,0.106166340411,0.00368308043107,0.166569143534
113,0.349626272917,0.106113381684,0.00367029942572,0.177784278989
114,0.331491857767,0.105966411531,0.00493562594056,0.251804172993
115,0.435346215963,0.105727419257,0.0066632013768,0.391359478235
116,0.41802418232,0.105606287718,0.00455964915454,0.232689678669
117,0.42121732235,0.105369366705,0.00659823091701,0.320362776518
118,0.471170008183,0.10530821234,0.00656595919281,0.33373901248
119,0.484719604254,0.105500817299,0.00534675084054,0.281353622675
