,CPU,MEMORY,RAM,DISK
0,0.000176611036295,0.00537643302232,5.3254489103e-06,0.0
1,8.47732953844e-05,0.00537642091513,5.29349608769e-06,0.0
2,0.000176611036295,0.00537625467405,8.45681188366e-06,0.0
3,0.000176611036295,0.0387482792139,1.16840346891e-05,0.0
4,0.000176611036295,0.0887430757284,2.44970651693e-05,0.0
5,0.00211226800457,0.12211317569,3.08343478537e-05,0.0
6,0.00803226977587,0.138812810183,2.87574239337e-05,0.0
7,0.0159232523292,0.13885524869,3.93018126488e-05,0.0
8,0.00937451422215,0.138816490769,3.82473735954e-05,0.0
9,0.0151320341974,0.138782337308,2.98225131701e-05,0.0
10,0.0128784766421,0.138833075762,3.82473735954e-05,0.0
11,0.0146304583177,0.138872817159,3.61597994925e-05,0.0
12,0.00847026519477,0.138900086284,4.0409504436e-05,0.0
13,0.00236658798531,0.138906508684,5.61941342312e-05,0.0
14,0.000346157641616,0.138904675841,3.61810998584e-05,0.0
15,0.000346157641616,0.138900265098,3.08876042254e-05,0.0
16,0.0157113187015,0.138984113932,3.19526916428e-05,0.0
17,0.0184099338949,0.139040529728,4.46272642876e-05,0.0
18,0.00538310455158,0.139066785574,3.30177826982e-05,0.0
19,0.00051570427604,0.139065161347,3.51479611709e-05,0.0
20,8.47732953844e-05,0.139057338238,3.30177826982e-05,0.0
21,0.0364525169134,0.139307200909,5.19976820215e-05,0.0
22,0.145393267274,0.14016585052,0.000110769338789,0.0
23,0.266859292984,0.1414860636,0.000118714902783,0.0
24,0.41310736537,0.143957644701,0.000282131630229,0.0
25,0.467602431774,0.147108569741,0.000354877265636,0.0
26,0.500748813152,0.149899721146,0.000260148168309,0.0
27,0.519617915154,0.154842764139,0.00027216237504,0.0
28,0.52594769001,0.160273462534,0.000279458268778,0.0
29,0.528547406197,0.165587842464,0.000253480713582,0.0
30,0.535541176796,0.170655533671,0.000253075966612,0.0
31,0.532397508621,0.176345065236,0.00024796355865,0.0
32,0.544746160507,0.179674208164,0.000237493717577,0.0
33,0.546265006065,0.182940363884,0.000244917377131,0.0
34,0.551633954048,0.184758231044,0.000228994293138,0.0
35,0.550581395626,0.186990424991,0.000220473579247,0.0
36,0.54935926199,0.189110532403,0.000213017949136,0.0
37,0.556035161018,0.189646214247,0.000199171787244,0.0
38,0.5565366745,0.189820736647,0.000182130344911,0.0
39,0.557264387608,0.189921841025,0.00017680489691,0.0
40,0.558295726776,0.189975813031,0.00017573981313,0.0
41,0.489339739084,0.167517095804,0.000148047474795,0.0
42,0.559094011784,0.19004611671,0.000171468811459,0.0
43,0.489064216614,0.166854172945,0.000146982391016,0.0
44,0.558740794659,0.190047800541,0.000166154000908,0.0
45,0.559532046318,0.190043270588,0.000166154000908,0.0
46,0.559277713299,0.190057754517,0.000166154000908,0.0
47,0.559263586998,0.190136119723,0.000166154000908,0.0
48,0.560245513916,0.190231278539,0.000166154000908,0.0
49,0.559009253979,0.1903193295,0.000166154000908,0.0
50,0.559355437756,0.190535292029,0.000166154000908,0.0
51,0.56023144722,0.190679520369,0.000166154000908,0.0
52,0.558472335339,0.19116307795,0.000166154000908,0.0
53,0.558034360409,0.192006573081,0.000166154000908,0.0
54,0.557320833206,0.193126782775,0.000166154000908,0.0
55,0.557257294655,0.194150686264,0.000166154000908,0.0
