,CPU,MEMORY,RAM,DISK
0,0.000176611036295,0.0173552893102,1.70414368768e-05,0.0
1,0.000176611036295,0.0173537638038,1.16627325042e-05,0.0
2,0.0053195245564,0.0173721723258,1.59763458214e-05,0.0
3,0.0105966627598,0.0174194686115,1.80106671905e-05,0.0
4,0.0134718902409,0.0173951201141,9.58580767474e-06,0.0
5,0.0147788124159,0.0174411162734,1.90651062439e-05,0.0
6,0.010377664119,0.017411744222,8.52071843838e-06,0.0
7,0.014178333804,0.0174629185349,2.98225131701e-05,0.0
8,0.00413269829005,0.0174730680883,2.97373062494e-05,0.0
9,0.000614606426097,0.0174731053412,3.07917434839e-05,0.0
10,8.47732953844e-05,0.0270722955465,2.98225131701e-05,0.0
11,0.000261384353507,0.0270703751594,2.98225131701e-05,0.0
12,0.000169546590769,0.027068849653,2.98225131701e-05,0.0
13,0.000169546590769,0.0270664803684,2.98225131701e-05,0.0
14,8.47732953844e-05,0.0270660985261,2.98225131701e-05,0.0
15,0.000176611036295,0.0318735130131,3.40828737535e-05,0.0
16,0.00193565699738,0.031882584095,4.35728215962e-05,0.0
17,0.00035322207259,0.0318827517331,3.83006263291e-05,0.0
18,0.000430930958828,0.0318806134164,3.30177826982e-05,0.0
19,8.47732953844e-05,0.0318788737059,3.30177826982e-05,0.0
20,8.47732953844e-05,0.0318787060678,3.30177826982e-05,0.0
21,0.000614606426097,0.0318771786988,3.72781432816e-05,0.0
22,0.0018367547309,0.0318878293037,3.94083217543e-05,0.0
23,0.000261384353507,0.0318872183561,3.30177826982e-05,0.0
24,0.013606114313,0.0319649502635,4.46166086476e-05,0.0
25,0.0595179200172,0.0322361625731,8.30770004541e-05,0.0
26,0.0896477624774,0.0326295904815,4.78438305436e-05,0.0
27,0.0601042695343,0.0334952175617,7.8486467828e-05,0.0
28,0.0165802445263,0.0126415267587,3.18781385431e-05,0.0
29,0.00492391549051,0.0338839329779,4.79290392832e-05,0.0
30,0.0476637892425,0.0341006778181,5.21574474988e-05,0.0
31,0.080824278295,0.0343429967761,0.000105976432678,0.0
32,0.0648233145475,0.0352553166449,7.02959223418e-05,0.0
33,0.0190174765885,0.0353506356478,7.12438559276e-05,0.0
34,0.0175763294101,0.0354130417109,7.24261044525e-05,0.0
35,0.0397728048265,0.0355353578925,6.49491703371e-05,0.0
36,0.0282507035881,0.0356693156064,7.33953420422e-05,0.0
37,0.044689655304,0.0358207635581,9.34403287829e-05,0.0
38,0.0397374853492,0.0360340252519,6.91882305546e-05,0.0
39,0.0438489876688,0.0362025871873,9.13847034099e-05,0.0
40,0.0515139065683,0.0366869084537,0.000105230872578,0.0
41,0.019978241995,0.0367657467723,8.8359847723e-05,0.0
42,0.0154146114364,0.0367949344218,9.57728698268e-05,0.0
43,0.0302499383688,0.0368609800935,0.000109544482257,0.0
44,0.016827499494,0.0369234643877,9.58474265644e-05,0.0
45,0.00425279373303,0.0369190089405,9.05326305656e-05,0.0
